Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
Ioue groanes beneath his waight,RELIGION,SOUNDS,SPATIAL,WEIGHT,,,
"with a thirsty womb Haue coueted full threescore Suns for blood of kings,",FOOD,ANATOMY,EMOTIONS,QUANTITIES,NATURE,POLITICS,
We that can make inraged Neptune tosse His huge curld lockes without one breath of wind:,EMOTIONS,MYTH,VIOLENCE,SIZE,ANATOMY,BREATHING,NATURE
We that can make Heauen slide from Atlas shoulder:,NATURE,DESTRUCTION,MYTH,ANATOMY,,,
"if Philters or Hels charmes Could have inforc'd your vse, we would hau'dam'd Braine sleightes?",MYSTICAL,SEXUALITY,RELIGION,ANATOMY,DECEPTION,,
your proud heat well wasted Hath made our limbs grow young:,CHARACTER TRAITS,TEMPERATURE,CONSUMPTION,ANATOMY,LIFE'S CYCLE,,
Can we yet breath? is any plagued like me?,BREATHING,MEDICINE,,,,,
"my hate To thee, your thunder, sulphure and scorn'd name.",EMOTIONS,NATURE,RELIGION,DERISION,LANGUAGE,,
"O you whose blasting flames Hurle barren droughts upon the patient earth,",VIOLENCE,FIRE,CONSUMPTION,CHARACTER TRAITS,NATURE,,
"you gay God of riddles and strange tales Hot-brained Phebus, all adde if you can Something vnto my misery;",MYTH,MYSTICAL,LANGUAGE,TEMPERATURE,ANATOMY,QUANTITIES,SUFFERING
if aught Of plagues lurk in your deepe trench'd brow Which yet I know not: ,MEDICINE,MILITARY,SPATIAL,ANATOMY,MENTAL FACULTY,,
"let them fall like boltes Which wrathfull Ioue driues strong in to my bosom,",MEDICINE,NATURE,MYTH,VIOLENCE,ANATOMY,SPATIAL,
"Heape curse on curse, we can no lower fall.",QUANTITIES,LANGUAGE,SPATIAL,DESTRUCTION,,,
Our flesh knowes not ignoble tremblinges,ANATOMY,MENTAL FACULTY,EMOTIONS,,,,
Hell and fate Should dread a soul with woes made desperate.,RELIGION,MYSTICAL,EMOTIONS,FEELINGS,,,
"Father to Sophonisba, whose bad heart Made justly most vnfortunate:",FAMILIAL,ETHICS,ANATOMY,JUDICIARY,SUFFERING,,
"straight my reuengefull fury [Furies] Makes them persue me,",VIOLENCE,MYTH,HUNTING & FISHING,,,,
hop'd my bones should have long rest.,EMOTIONS,ANATOMY,SLEEP,,,,
"full ten thousand horse Fresh and well-rid strong Massinissa leades, As wings to Roman legions that march swift",QUANTITIES,EQUESTRIAN,PHYSICAL ATTRIBUTES,SOCIAL RELATIONS,MILITARY,MOVEMENT,
the shame of slaues bee feare.,ETIQUETTE,SOCIAL STATUS,EMOTIONS,,,,
"Vp heart, hold sword",SPATIAL,ANATOMY,PRESERVATION,WEAPONS & ARMOR,,,
"Though waues roule thee on shelfe, Though fortune leave thee leave not you your selfe.",NATURE,NAUTICAL,MYSTICAL,PRIVATION,CHARACTER TRAITS,,
"Thou beyonde epithete, you whom proude Lords of fortune May euen enuye:",SPATIAL,LANGUAGE,CHARACTER TRAITS,SOCIAL STATUS,MYSTICAL,EMOTIONS,
my ioyes so vaste Makes me seeme lost,EMOTIONS,SPATIAL,PRIVATION,,,,
let us thunder and lightning Strike from our braue armes,NATURE,VIOLENCE,CHARACTER TRAITS,ANATOMY,,,
"From thence discerne us strike Fyer worth Ioue,",MENTAL FACULTY,VIOLENCE,FIRE,ECONOMICS,RELIGION,,
"my cause, is my bold hartning ods, That seeuen fold shield,",POLITICS,CHARACTER TRAITS,ANATOMY,QUANTITIES,WEAPONS & ARMOR,,
just armes should fright the Gods,ETHICS,WEAPONS & ARMOR,EMOTIONS,RELIGION,,,
to Scipio state Worthy his heart.,POLITICS,ECONOMICS,ANATOMY,,,,
"if I fall Through this dayes malice, or our fathers sinnes",DEATH,TIME,ETHICS,FAMILIAL,RELIGION,,
saue my heart that neuer fell nor's sued To aught but Ioue and Sophonisba.,ASSISTANCE,ANATOMY,DESTRUCTION,COURTING,EMOTIONS,,
"Sound, Sterne hartners vnto woundes and blood",SOUNDS,CHARACTER TRAITS,INJURIES,ANATOMY,,,
my stars as I am worthy you I implore aide,ASTROLOGY,ETHICS,LANGUAGE,ASSISTANCE,,,
if angels waite Vpon good harts ,RELIGION,SOCIAL RELATIONS,ANATOMY,,,,
my Genius bee as strong As I am iust.,MYSTICAL,PHYSICAL ATTRIBUTES,ETHICS,,,,
Hee that may onely do just acts 's a slave,ETHICS,SOCIAL STATUS,,,,,
My God's my arme,RELIGION,WEAPONS & ARMOR,,,,,
"Giue day, Gods, life and death To him that onely feares blaspheming breath",TIME,RELIGION,LIFE,DEATH,EMOTIONS,BREATHING,
"Liues Sophonisba yet vnstaind,",LIFE,CLEANING,,,,,
"Let my heart fall more low Then is my body, if onely to your glory She liues not yet all thine.",ANATOMY,PHYSICAL ACTIVITIES,SPATIAL,RECOGNITION,LIFE,,
Thou spirit of triumph borne for victory.,RELIGION,MILITARY,REPRODUCTION,,,,
In honor & in love all meane is sinne. ,DEVOTION,EMOTIONS,SOUNDS,RELIGION,,,
"my fortune is captiud not I,",MYSTICAL,INCARCERATION,,,,,
Hir Himeneall torch burnt downe my house,MYTH,FIRE,SPATIAL,DOMESTIC,MATRIMONY,,
"Then was I captiud when hir wanton armes There mouing claspt about my neck, O charmes Able to turn euen fate:",INCARCERATION,SEXUALITY,ANATOMY,ADHESION,MYSTICAL,TRANSFORMATION,
"this in my true griefe Is some just ioy, that my love sotted foe Shall sease that plague,",EMOTIONS,ETHICS,MENTAL FACULTY,SOCIAL RELATIONS,HINDRANCE,MEDICINE,
"Charge him with no less waight then his deare vow,",JUDICIARY,WEIGHT,LANGUAGE,,,,
"Good malice, so, as liberty so deere Proue my revenge",ETHICS,SOCIAL RELATIONS,JUDICIARY,VIOLENCE,,,
"Fier and steel, Fury and night hold all:",FIRE,WEAPONS & ARMOR,EMOTIONS,DARKNESS,POLITICS,,
"Of Libea, your faire armes speake",POLITICS,ANATOMY,LANGUAGE,,,,
"giue hart, To amazde weakenes, ",ANATOMY,MENTAL FACULTY,PHYSICAL ATTRIBUTES,,,,
"though Massinissa, Be ours to hart, yet Roman Generals Make proud their triumphs, with what ever captiues",ANATOMY,MILITARY,CHARACTER TRAITS,INCARCERATION,,,
"Therefore with teares that wash your feet,",ANATOMY,CLEANING,,,,,
"if it rest not in your grace of breath, To grant such freedome,",RELIGION,BREATHING,SOCIAL RELATIONS,,,,
"Soundes soft as Ledas breast, Slide through all eares,",SOUNDS,MYTH,ANATOMY,MOVEMENT,,,
"let me not drinke, Till my breast burst, O love your Nectar skink",PRIVATION,FOOD,ANATOMY,VIOLENCE,EMOTIONS,,
"helpe to beare Some happinesse yee powers, I have ioy to spare, Inough to make a God,",ASSISTANCE,LABOR,EMOTIONS,RELIGION,QUANTITIES,,
"from his halfe burst eyes a flame Of deepe disquiet breakes,",VIOLENCE,ANATOMY,FIRE,SPATIAL,FEELINGS,,
"the Gods turn false, My sad presage.",RELIGION,ETHICS,EMOTIONS,MYSTICAL,,,
"a loathed act, Most sinking from that state his hart did keepe,",EMOTIONS,CONSUMPTION,ANATOMY,PRESERVATION,,,
"I have made a vow more deere to me, Then my soules endles being",EMOTIONS,DESTRUCTION,CHARACTER TRAITS,ANATOMY,PRESERVATION,,
Thy vow yet fresh thus breathd,LANGUAGE,BREATHING,,,,,
"which way Runne mad impossible distraction,",SPATIAL,PHYSICAL ACTIVITIES,MENTAL FACULTY,,,,
whose sole heart it rests To keepe your faith vpright.,ANATOMY,PRESERVATION,RELIGION,SPATIAL,,,
"He that neere laught may with a constant face, Contemne Ioues frowne.",DERISION,PRESERVATION,ANATOMY,EMOTIONS,FACIAL EXPRESSIONS,,
"honor and just faith Are most true Gods, which we should much adore",CHARACTER TRAITS,ETHICS,RELIGION,DEVOTION,,,
"O my stars, I blesse your goodnes, ",ASTROLOGY,RELIGION,ETHICS,,,,
"with breast vnstaind, Faith pure, a Virgin wife, try'de to my glory, ",ANATOMY,CLEANING,RELIGION,MATRIMONY,SEXUALITY,RECOGNITION,
"I die of female faith, the long liu'de story;",DEATH,WOMEN,RELIGION,LIFE,LANGUAGE,,
"Couetous, Fame-greedy Lady, could no scope of glory, No reasonable proportion of goodnes Fill your great breast,",ECONOMICS,RECOGNITION,WOMEN,SPATIAL,SIZE,ETHICS,ANATOMY
O glory ripe for heauen!,RECOGNITION,AGRICULTURE,RELIGION,,,,
Sophonisba of so mouing tongs?,MOVEMENT,ANATOMY,,,,,
his great hart sunke with shame:,ANATOMY,CONSUMPTION,ETIQUETTE,,,,
"His eyes lost spirite, ",ANATOMY,PRIVATION,CHARACTER TRAITS,,,,
"his heat of life, Sanke from his face, as one that stood benumbde, All mazde, t'effect impossibilities,",TEMPERATURE,LIFE,CONSUMPTION,ANATOMY,SENSATIONS,MENTAL FACULTY,
long time he tossd his thoughts,TIME,VIOLENCE,MENTAL FACULTY,,,,
"as you see a snow ball being rolde At first a handfull, yet long bould about, Insensibly acquires a mighty globe, So his cold griefe through agitation growes,",SENSATIONS,NATURE,PHYSICAL ACTIVITIES,ANATOMY,SIZE,TEMPERATURE,EMOTIONS
"misdoubt him not, when hee's your slave like me",MENTAL FACULTY,SOCIAL STATUS,,,,,
"Do not graspe that which is too hote to hold, We grace your griefe, and hold it with soft sense.",ADHESION,TEMPERATURE,RECOGNITION,EMOTIONS,,,
"Rome and Scipio daine to beare So low a breast, as for her say, we feare.",POLITICS,DERISION,LABOR,SPATIAL,ANATOMY,LANGUAGE,EMOTIONS
"VVhen th'whole worlds giddy one man cannot reele,",NATURE,JOVIALITY,QUANTITIES,MENTAL FACULTY,SPATIAL,,
"Starue your leane hopes,",FOOD,PHYSICAL ATTRIBUTES,EMOTIONS,,,,
behold A sight would sad the Gods? make Phaebus cold.,SENSATIONS,EMOTIONS,RELIGION,MYTH,TEMPERATURE,,
"Burst my vext heart, the torture that most rackes An enimie, is his foes royall actes.",VIOLENCE,ANATOMY,SOCIAL RELATIONS,POLITICS,,,
"The glory of your vertue live for euer,",RECOGNITION,ETHICS,LIFE,TIME,,,
"Braue heartes may be obscur'd, but extinct neuer.",CHARACTER TRAITS,ANATOMY,CONCEALMENT,DESTRUCTION,TIME,,
Liue worth your fame As far from faintings as from now base name.,LIFE,ETHICS,RECOGNITION,SPATIAL,PHYSTICAL ATTRIBUTES,LANGUAGE,
Thou whom like sparkling steele the strokes of Chance Made hard and firme,LIGHT,WEAPONS & ARMOR,VIOLENCE,LUCK,CHARACTER TRAITS,,
"and like wild fier turnd The more cold fate, more bright your vertue burnd, And in whole seas of miseries didst flame.",FIRE,TEMPERATURE,MYSTICAL,LIGHT,ETHICS,NATURE,SUFFERING
"you for whom I drinke So deepe of greefe, ",FOOD,SPATIAL,EMOTIONS,,,,
"he must onely thinke, Not dare to speake, that would expresse my woe, Small riuers murmur, deepe gulfes silent flow,",MENTAL FACULTY,LANGUAGE,EMOTIONS,SIZE,NATURE,SOUNDS,SPATIAL
"I change my person, and do hether beare Anothers voyce, who with a phrase as weak As his deserts now will'd me (thus form'd) speake,",TRANSFORMATION,CHARACTER TRAITS,LABOR,SOUNDS,LANGUAGE,RECOGNITION,MENTAL FACULTY
"if he whose fiers, Enuy not others nor him selfe admires.",FIRE,EMOTIONS,RECOGNITION,,,,
"If sceans exempt from ribaldrie or rage, Of taxinges indiscreet, may please the stage,",THEATRE,ETHICS,EMOTIONS,ECONOMICS,FEELINGS,,
"Yet craues as due, the iustice of your hands",EMOTIONS,RECOGNITION,JUDICIARY,ANATOMY,,,
"With constant modesty he doth submit, To all, saue those that have more tongue then wit.",CHARACTER TRAITS,SOCIAL RELATIONS,ANATOMY,MENTAL FACULTY,,,
this dotage of our general's Overflows the measure,MENTAL FACULTY,MILITARY,NATURE,SIZE,,,
"those his goodly eyes, That o'er the files and musters of the war Have glow'd like plated Mars, now bend, now turn, The office and devotion of their view Upon a tawny front",ANATOMY,MILITARY,LIGHT,WEAPONS & ARMOR,MYTH,DEVOTION,APPEARANCE
"his captain's heart, Which in the scuffles of great fights has burst The buckles on his breast, reneges all temper",MILITARY,ANATOMY,VIOLENCE,CLOTHES,PRIVATION,EMOTIONS,
[his captain's heart] is become the bellows and the fan To cool a gipsy's lust.,MILITARY,ANATOMY,TEMPERATURE,ETHNICITY,SEXUALITY,,
The triple pillar of the world transform'd Into a strumpet's fool,QUANTITIES,ARCHITECTURE,NATURE,TRANSFORMATION,SEXUALITY,THEATRE,
There's beggary in the love that can be reckon'd.,ECONOMICS,EMOTIONS,,,,,
"I'll set a bourn how far to be beloved. --Then must you needs find out new heaven, new earth.",POLITICS,SPATIAL,EMOTIONS,DISCOVERING,GEOGRAPHY,RELIGION,NATURE
"Thou blushest, Antony; and that blood of your Is Caesar's homager: ",FACIAL EXPRESSIONS,ANATOMY,DEVOTION,,,,
else so your cheek pays shame [blushes] When shrill-tongued Fulvia scolds,ANATOMY,ECONOMICS,ETIQUETTE,FACIAL EXPRESSIONS,SOUNDS,DERISION,
"Let Rome in Tiber melt, and the wide arch Of the ranged empire fall!",POLITICS,NATURE,CONSUMPTION,ARCHITECTURE,DESTRUCTION,SPATIAL,
"Kingdoms are clay, our dungy earth alike Feeds beast as man",POLITICS,MATERIALS,NATURE,FOOD,ANIMALS,HUMANITY,
"such a twain can do't [kissing], in which I bind, On pain of punishment, the world to weet We stand up peerless.",SEXUALITY,INCARCERATION,SUFFERING,JUDICIARY,NATURE,SOCIAL STATUS,
There's not a minute of our lives should stretch Without some pleasure now,TIME,LIFE,PRIVATION,SEXUALITY,,,
"every passion fully strives To make itself, in thee, fair and admired!",EMOTIONS,LABOR,APPEARANCE,MENTAL FACULTY,,,
"when he is not Antony, He comes too short of that great property Which still should go with Antony.",CHARACTER TRAITS,PRIVATION,SPATIAL,,,,
"this husband, which, you say, must charge his horns with garlands!",MATRIMONY,GAMES & SPORT,ANIMALS,NATURE,,,
In nature's infinite book of secrecy A little I can read.,NATURE,SIZE,LANGUAGE,MYSTICAL,,,
You shall be more beloving than beloved. --I had rather heat my liver with drinking.,EMOTIONS,TEMPERATURE,ANATOMY,FOOD,,,
"Let me be married to three kings in a forenoon, and widow them all",MATRIMONY,QUANTITIES,POLITICS,TIME,DEATH,,
I love long life better than figs.,EMOTIONS,TIME,LIFE,FOOD,,,
"If every of your wishes had a womb And fertile every wish, a million.",EMOTIONS,REPRODUCTION,QUANTITIES,,,,
"Out, fool! I forgive thee for a witch.",MENTAL FACULTY,SOCIAL RELATIONS,MYSTICAL,,,,
your sheets are privy to your wishes.,DOMESTIC,SOCIAL RELATIONS,EMOTIONS,,,,
"Mine, and most of our fortunes, tonight, shall be drunk to bed.",MYSTICAL,FOOD,SEXUALITY,,,,
"There's a palm presages chastity, if nothing else. --Even as the o'erflowing Nilus presageth famine.",ANATOMY,MENTAL FACULTY,SEXUALITY,NATURE,FOOD,,
"if an oily palm be not a fruitful prognostication, I cannot scratch mine ear",PHYSICAL ATTRIBUTES,ANATOMY,REPRODUCTION,MYSTICAL,PHYSICAL ACTIVITIES,,
Am I not an inch of fortune better than she? […] Not in my husband's nose.,SIZE,MYSTICAL,MATRIMONY,ANATOMY,,,
Our worser thoughts heavens mend!,MENTAL FACULTY,RELIGION,ETHICS,,,,
"the worst of all follow him laughing to his grave, fifty-fold a cuckold!",SUFFERING,MOVEMENT,DERISION,DEATH,QUANTITIES,SEXUALITY,
"as it is a heartbreaking to see a handsome man loose-wived, so it is a deadly sorrow to behold a foul knave uncuckolded",EMOTIONS,SENSATIONS,APPEARANCE,MATRIMONY,DEATH,ETHICS,SEXUALITY
He was disposed to mirth; but on the sudden A Roman thought has struck him,JOVIALITY,POLITICS,MENTAL FACULTY,VIOLENCE,,,
The nature of bad news infects the teller.,SUFFERING,MEDICINE,LANGUAGE,,,,
"Who tells me true, though in his tale lie death, I hear him as he flatter'd.",LANGUAGE,DEATH,SENSATIONS,RECOGNITION,,,
"Speak to me home, mince not the general tongue",LANGUAGE,DOMESTIC,VIOLENCE,ANATOMY,SOCIAL STATUS,,
taunt my faults With such full licence as both truth and malice Have power to utter,DERISION,CHARACTER TRAITS,SOCIAL RELATIONS,LANGUAGE,ETHICS,,
"we bring forth weeds, When our quick minds lie still; and our ills told us Is as our earing",AGRICULTURE,SPEED,MENTAL FACULTY,HINDRANCE,CHARACTER TRAITS,LANGUAGE,
"These strong Egyptian fetters I must break, Or lose myself in dotage.",ETHNICITY,INCARCERATION,VIOLENCE,PRIVATION,CHARACTER TRAITS,MENTAL FACULTY,
"What our contempt doth often hurl from us, We wish it ours again",DERISION,PRIVATION,EMOTIONS,,,,
The hand could pluck her back that shoved her on.,ANATOMY,VIOLENCE,SPATIAL,MOVEMENT,,,
"Ten thousand harms, more than the ills I know, My idleness doth hatch.",QUANTITIES,INJURIES,ETHICS,MENTAL FACULTY,CHARACTER TRAITS,ANIMALS,
we kill all our women: we see how mortal an unkindness is to them,VIOLENCE,WOMEN,SENSATIONS,DEATH,CHARACTER TRAITS,,
"if they [women] suffer our [men] departure, death's the word.",WOMEN,SUFFERING,MEN,PRIVATION,DEATH,LANGUAGE,
"catching but the least noise of this, dies instantly; I have seen her die twenty times upon far poorer moment",SOUNDS,DEATH,SENSATIONS,QUANTITIES,TIME,,
"there is mettle in death, which commits some loving act upon her, she has such a celerity in dying.",CHARACTER TRAITS,DEATH,EMOTIONS,SEXUALITY,SPEED,,
She is cunning past man's thought.,DECEPTION,SPATIAL,MEN,MENTAL FACULTY,,,
her passions are made of nothing but the finest part of pure love,EMOTIONS,MATERIALS,CLEANING,,,,
we cannot call her winds and waters sighs and tears; they are greater storms and tempests than almanacs can report,LANGUAGE,NATURE,SOUNDS,ANATOMY,ASTROLOGY,,
she makes a shower of rain as well as Jove.,NATURE,RELIGION,,,,,
you had then left unseen a wonderful piece of work; which not to have been blest withal would have discredited your travel.,PRIVATION,SENSATIONS,ART,RELIGION,MENTAL FACULTY,GEOGRAPHY,
"when it pleaseth their deities to take the wife of a man from him, it shows to man the tailors of the earth; ",FEELINGS,RELIGION,MATRIMONY,MEN,CLOTHES,NATURE,
"comforting therein, that when old robes are worn out, there are members to make new. ",FEELINGS,CONSUMPTION,CLOTHES,WOMEN,,,
this grief is crowned with consolation; your old smock brings forth a new petticoat,EMOTIONS,POLITICS,CLOTHES,,,,
the tears live in an onion that should water this sorrow.,ANATOMY,LIFE,FOOD,NATURE,EMOTIONS,,
"the main soldier: whose quality, going on, The sides o' the world may danger",MILITARY,CHARACTER TRAITS,SPATIAL,NATURE,DANGER & SAFETY,,
"much is breeding, Which, like the courser's hair, has yet but life, And not a serpent's poison.",REPRODUCTION,EQUESTRIAN,ANATOMY,LIFE,ANIMALS,VIOLENCE,
Thou teachest like a fool; the way to lose him.,EDUCATION,MENTAL FACULTY,PRIVATION,,,,
I am sorry to give breathing to my purpose,FEELINGS,BREATHING,MENTAL FACULTY,,,,
the sides of nature Will not sustain it.,SPATIAL,NATURE,PRESERVATION,,,,
I saw the treasons planted.,SENSATIONS,POLITICS,AGRICULTURE,,,,
"you in swearing shake the throned gods,",LANGUAGE,VIOLENCE,POLITICS,RELIGION,,,
"Riotous madness, To be entangled with those mouth-made vows, Which break themselves in swearing!",MENTAL FACULTY,HUNTING & FISHING,ANATOMY,LANGUAGE,VIOLENCE,,
"Eternity was in our lips and eyes, Bliss in our brows' bent",TIME,ANATOMY,RELIGION,,,,
"none our parts so poor, But was a race of heaven",ANATOMY,ETHNICITY,RELIGION,,,,
I would I had your inches; you shouldst know There were a heart in Egypt.,SIZE,MENTAL FACULTY,ANATOMY,POLITICS,,,
my full heart Remains in use with you,ANATOMY,PRESERVATION,ECONOMICS,,,,
Our Italy [country] Shines over with civil swords,POLITICS,LIGHT,WEAPONS & ARMOR,,,,
Equality of two domestic powers Breed scrupulous faction,POLITICS,DOMESTIC,MENTAL FACULTY,REPRODUCTION,,,
"Rich in his father's honour, creeps apace, Into the hearts of such as have not thrived Upon the present state",ECONOMICS,FAMILIAL,RECOGNITION,MOVEMENT,ANATOMY,POLITICS,SPATIAL
"quietness, grown sick of rest, would purge By any desperate change",FEELINGS,MEDICINE,PHYSICAL ACTIVITIES,TRANSFORMATION,,,
"Though age from folly could not give me freedom, It does from childishness",LIFE'S CYCLE,MENTAL FACULTY,SOCIAL RELATIONS,,,,
read The garboils she awaked,LANGUAGE,SOCIAL UNREST,SLEEP,,,,
Where be the sacred vials you shouldst fill With sorrowful water?,RELIGION,EMOTIONS,NATURE,,,,
the fire That quickens Nilus' slime,FIRE,SPEED,NATURE,,,,
"weep for her, then bid adieu to me, and say the tears Belong to Egypt ; ",EMOTIONS,GREETINGS,LANGUAGE,ANATOMY,POLITICS,,
play one scene Of excellent dissembling; and let it look Life perfect honour.,THEATRE,DECEPTION,APPEARANCE,LIFE,DEVOTION,,
You'll heat my blood,TEMPERATURE,ANATOMY,,,,,
How this Herculean Roman does become The carriage of his chafe.,MYTH,ETHNICITY,MOVEMENT,EMOTIONS,,,
"my oblivion is a very Antony, And I am all forgotten.",EMOTIONS,MENTAL FACULTY,,,,,
"But that your royalty Holds idleness your subject, I should take you For idleness itself.",SOCIAL STATUS,CHARACTER TRAITS,POLITICS,,,,
Tis sweating labour To bear such idleness so near the heart,LABOR,CHARACTER TRAITS,SPATIAL,ANATOMY,,,
"my becomings kill me, when they do not Eye well to you",ETIQUETTE,VIOLENCE,FEELINGS,ANATOMY,,,
honour calls you hence; Therefore be deaf to my unpitied folly.,RECOGNITION,COMMANDS,DEFORMITIES,EMOTIONS,MENTAL FACULTY,,
upon your sword Sit laurel victory! and smooth success Be strew'd before your feet!,WEAPONS & ARMOR,NATURE,MILITARY,RECOGNITION,ANATOMY,,
